Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     185/5000        strconv__common_parse_int [83]
                0.00    0.00     293/293         v__checker__Checker_check_div_mod_by_zero [184]
                0.00    0.00     133/133         builtin__string_int [194]
                0.00    0.00     655/655         v__checker__Checker_check_duplicated_items [274]
                0.00    0.00    1164/33874       v__checker__Checker_check_expected [145]
                0.00    0.00      79/60584       v__ast__Table_type_to_str <cycle 4> [778]
                0.00    0.00      11/2797        v__ast__TypeSymbol_has_method_with_generic_parent [154]
                0.00    0.00      79/3081        builtin__string_split_nth [300]
                0.00    0.00       4/73          v__checker__Checker_type_implements [368]
                0.00    0.00       1/7023        v__ast__TypeSymbol_find_method_with_generic_parent [120]
                0.00    0.00     105/27180       v__ast__TypeSymbol_has_method [334]
                0.00    0.00       2/52160       v__checker__Checker_check_types [131]
                0.00    0.00   64902/258092      v__checker__Checker_unwrap_generic [653]
                0.00    0.00      30/8157        v__ast__Table_type_size [537]
                0.00    0.00  128988/2121415     v__ast__Table_sym [725]
                0.00    0.00   54590/57755       v__ast__Expr_is_literal [754]
                0.00    0.00   51748/210421      v__ast__Expr_pos [739]
                0.00    0.00   51464/543952      v__ast__Table_final_sym [729]
                0.00    0.00   43690/53595       v__type_resolver__ResolverInfo_is_comptime [756]
                0.00    0.00   41459/41459       v__checker__Checker_symmetric_check [761]
                0.00    0.00    9493/153438      v__ast__Expr_is_auto_deref_var [740]
                0.00    0.00    3848/3851        v__checker__Checker_promote [825]
                0.00    0.00    1821/2254        v__checker__Checker_promote_num [843]
                0.00    0.00     262/29884       v__checker__Checker_ensure_type_exists [769]
                0.00    0.00     214/214         v__ast__Table_type_is_for_pointer_arithmetic [924]
                               52798             v__checker__Checker_expr <cycle 10> [283]
                                1505             v__checker__Checker_check_append <cycle 10> [191]
                                 357             v__checker__Checker_check_shift <cycle 10> [714]
                                   2             v__checker__Checker_stmts_ending_with_expression <cycle 10> [674]
-----------------------------------------------
                                3834             v__gen__c__Gen_fn_call <cycle 16> [67]
                               26831             v__gen__c__Gen_method_call <cycle 16> [101]
[73]     1.6    0.01    0.00   30665         v__gen__c__Gen_call_args <cycle 16> [73]
                0.00    0.00   32475/2509212     builtin__array_push [81]
                0.00    0.00    8383/864086      v__gen__c__Gen_write [77]
                0.00    0.00     140/227305      v__gen__c__Gen_base_type [91]
                0.00    0.00       6/82152       v__ast__Table_find_method [58]
                0.00    0.00       3/16371       v__ast__Table_find_fn [156]
                0.00    0.00     204/1660        v__gen__c__Gen_write_decimal [617]
                0.00    0.00       7/21159       v__ast__Table_convert_generic_type [392]
                0.00    0.00   32659/807871      v__gen__c__Gen_unwrap_generic [673]
                0.00    0.00   30665/101938      builtin____new_array [746]
                0.00    0.00   27745/2121415     v__ast__Table_sym [725]
                0.00    0.00     189/47696       builtin__array_set [760]
                               32512             v__gen__c__Gen_ref_or_deref_arg <cycle 16> [398]
                                  20             v__gen__c__Gen_expr <cycle 16> [35]
-----------------------------------------------
                               21546             v__transformer__Transformer_stmt <cycle 6> [74]
                                 577             v__transformer__Transformer_for_c_stmt <cycle 6> [540]
                                1453             v__transformer__Transformer_for_stmt <cycle 6> [509]
                                1501             v__transformer__Transformer_match_expr <cycle 6> [51]
                                1979             v__transformer__Transformer_if_expr <cycle 6> [374]
                                4720             v__transformer__Transformer_expr_stmt_match_expr <cycle 6> [353]
                               28535             v__transformer__Transformer_expr_stmt_if_expr <cycle 6> [254]
                0.00    0.00    5873/37958       v__transformer__Transformer_transform_files [96]
[74]     1.5    0.01    0.00   44638+21546   v__transformer__Transformer_stmt <cycle 6> [74]
                0.00    0.00    5792/27475       v__transformer__IndexState_indent [211]
                0.00    0.00    2279/2279        v__transformer__Transformer_simplify_nested_interpolation_in_sb [401]
                0.00    0.00   19036/19036       v__transformer__Transformer_find_new_array_len [783]
                0.00    0.00   19036/19036       v__transformer__Transformer_find_new_range [784]
                0.00    0.00    5792/27475       v__transformer__IndexState_unindent [773]
                               66315             v__transformer__Transformer_match_expr <cycle 6> [51]
                               12520             v__transformer__Transformer_expr_stmt_if_expr <cycle 6> [254]
                                3404             v__transformer__Transformer_infix_expr <cycle 6> [135]
                                 868             v__transformer__Transformer_if_expr <cycle 6> [374]
                                 763             v__transformer__Transformer_array_init <cycle 6> [844]
                                 404             v__transformer__Transformer_expr_stmt_match_expr <cycle 6> [353]
                                 322             v__transformer__Transformer_for_stmt <cycle 6> [509]
                                 133             v__transformer__Transformer_for_c_stmt <cycle 6> [540]
                               21546             v__transformer__Transformer_stmt <cycle 6> [74]
-----------------------------------------------
                0.00    0.00       1/305         v__pref__Preferences_should_compile_asm [340]
                0.00    0.00       4/305         v__builder__Builder_get_os_cflags [251]
                0.00    0.00      22/305         v__comptime__Comptime_expr <cycle 7> [69]
                0.01    0.00     278/305         v__ast__eval_comptime_not_user_defined_ident [85]
[75]     1.5    0.01    0.00     305         v__pref__os_from_string [75]
                0.00    0.00      12/269101      builtin__str_intp [50]
                0.00    0.00     305/381         builtin__string_to_lower_ascii [897]
-----------------------------------------------
                0.00    0.00      28/46562       v__checker__Checker_check_matching_function_symbols [424]
                0.00    0.00    5177/46562       v__checker__Checker_check_types [131]
                0.01    0.00   41357/46562       v__checker__Checker_infix_expr <cycle 10> [72]
[76]     1.5    0.01    0.00   46562         v__checker__Checker_check_basic [76]
                0.00    0.00      26/60584       v__ast__Table_type_to_str <cycle 4> [778]
                0.00    0.00   43008/2121415     v__ast__Table_sym [725]
                0.00    0.00    3988/75021       v__ast__Table_sumtype_has_variant <cycle 3> [751]
                0.00    0.00       9/522736      builtin__string_clone [730]
                0.00    0.00       9/420657      builtin__string_substr [734]
                0.00    0.00       9/6491        builtin__string_trim_chars [813]
                0.00    0.00       5/543952      v__ast__Table_final_sym [729]
-----------------------------------------------
                0.00    0.00       1/864086      v__gen__c__Gen_write_init_function [149]
                0.00    0.00       2/864086      v__gen__c__Gen_asm_arg [677]
                0.00    0.00       2/864086      v__gen__c__Gen_gen_anon_fn <cycle 16> [676]
                0.00    0.00       2/864086      v__gen__c__Gen_gen_array_count <cycle 16> [586]
                0.00    0.00       6/864086      v__gen__c__Gen_gen_is_none_check <cycle 16> [656]
                0.00    0.00       6/864086      v__gen__c__Gen_write_defer_stmts_when_needed <cycle 16> [655]
                0.00    0.00       8/864086      v__gen__c__Gen_spawn_and_go_expr <cycle 16> [497]
                0.00    0.00       9/864086      v__gen__c__Gen_comptime_for <cycle 16> [512]
                0.00    0.00      10/864086      v__gen__c__Gen_asm_stmt <cycle 16> [623]
                0.00    0.00      10/864086      v__gen__c__Gen_infix_expr_cmp_op <cycle 16> [161]
                0.00    0.00      14/864086      v__gen__c__Gen_gen_array_sorted <cycle 16> [581]
                0.00    0.00      21/864086      v__gen__c__Gen_write_fntype_decl [501]
                0.00    0.00      21/864086      v__gen__c__Gen_gen_array_prepend <cycle 16> [591]
                0.00    0.00      22/864086      v__gen__c__Gen_gen_array_all <cycle 16> [440]
                0.00    0.00      28/864086      v__gen__c__Gen_write_selector_expr_embed_name [570]
                0.00    0.00      28/864086      v__gen__c__Gen_gen_asm_ios <cycle 16> [594]
                0.00    0.00      54/864086      v__gen__c__Gen_size_of [517]
                0.00    0.00      55/864086      v__gen__c__Gen_conversion_function_call <cycle 16> [566]
                0.00    0.00      60/864086      v__gen__c__Gen_gen_array_insert <cycle 16> [546]
                0.00    0.00      70/864086      v__gen__c__Gen_gen_safe_integer_infix_expr <cycle 16> [553]
                0.00    0.00      75/864086      v__gen__c__Gen_gen_array_sort_call <cycle 16> [460]
                0.00    0.00     100/864086      v__gen__c__Gen_init_shared_field <cycle 16> [520]
                0.00    0.00     104/864086      v__gen__c__Gen_gen_array_any <cycle 16> [356]
                0.00    0.00     111/864086      v__gen__c__Gen_gen_array_index <cycle 16> [474]
                0.00    0.00     118/864086      v__gen__c__Gen_fixed_array_init <cycle 16> [323]
                0.00    0.00     124/864086      v__gen__c__Gen_comptime_at [523]
                0.00    0.00     129/864086      v__gen__c__Gen_unlock_locks <cycle 16> [521]
                0.00    0.00     130/864086      v__gen__c__Gen_gen_array_filter <cycle 16> [339]
                0.00    0.00     144/864086      v__gen__c__Gen_or_block <cycle 16> [256]
                0.00    0.00     148/864086      v__gen__c__Gen_lock_expr <cycle 16> [485]
                0.00    0.00     169/864086      v__gen__c__Gen_for_stmt <cycle 16> [426]
                0.00    0.00     175/864086      v__gen__c__Gen_for_c_stmt <cycle 16> [459]
                0.00    0.00     177/864086      v__gen__c__Gen_infix_expr_in_sumtype_interface_array <cycle 16> [496]
                0.00    0.00     194/864086      v__gen__c__Gen_map_init <cycle 16> [363]
                0.00    0.00     200/864086      v__gen__c__Gen_concat_expr <cycle 16> [462]
                0.00    0.00     232/864086      v__gen__c__Gen_comptime_call [475]
                0.00    0.00     259/864086      v__gen__c__Gen_gen_arg_from_type <cycle 16> [466]
                0.00    0.00     270/864086      v__gen__c__Gen_index_of_fixed_array <cycle 16> [464]
                0.00    0.00     273/864086      v__gen__c__Gen_infix_expr_and_or_op <cycle 16> [87]
                0.00    0.00     312/864086      v__gen__c__Gen_expr_string_surround <cycle 16> [442]
                0.00    0.00     317/864086      v__gen__c__Gen_gen_map_method_call <cycle 16> [435]
                0.00    0.00     324/864086      v__gen__c__Gen_gen_option_error <cycle 16> [366]
                0.00    0.00     348/864086      v__gen__c__Gen_write_orm_drop_table [446]
                0.00    0.00     367/864086      v__gen__c__Gen_expr_with_cast <cycle 16> [97]
                0.00    0.00     372/864086      v__gen__c__Gen_comptime_if <cycle 16> [284]
                0.00    0.00     390/864086      v__gen__c__Gen_write_fn_attrs [437]
                0.00    0.00     439/864086      v__gen__c__Gen_gen_array_contains <cycle 16> [303]
                0.00    0.00     597/864086      v__gen__c__Gen_gen_result_error <cycle 16> [343]
                0.00    0.00     610/864086      v__gen__c__Gen_gen_expr_to_string <cycle 16> [223]
                0.00    0.00     638/864086      v__gen__c__Gen_gen_or_block_stmts <cycle 16> [400]
                0.00    0.00     706/864086      v__gen__c__Gen_match_expr <cycle 16> [159]
                0.00    0.00     841/864086      v__gen__c__Gen_ref_or_deref_arg <cycle 16> [398]
                0.00    0.00     904/864086      v__gen__c__Gen_gen_array_map <cycle 16> [262]
                0.00    0.00     990/864086      v__gen__c__Gen_op_arg [387]
                0.00    0.00     990/864086      v__gen__c__Gen_infix_expr_arithmetic_op <cycle 16> [157]
                0.00    0.00    1101/864086      v__gen__c__Gen_expr_with_tmp_var <cycle 16> [252]
                0.00    0.00    1158/864086      v__gen__c__Gen_index_range_expr <cycle 16> [379]
                0.00    0.00    1236/864086      v__gen__c__Gen_write_prepared_var [333]
                0.00    0.00    1236/864086      v__gen__c__Gen_write_prepared_tmp_value <cycle 16> [277]
                0.00    0.00    1373/864086      v__gen__c__Gen_char_literal [372]
                0.00    0.00    1428/864086      v__gen__c__Gen_index_expr <cycle 16> [365]
                0.00    0.00    1460/864086      v__gen__c__Gen_gen_multi_return_assign <cycle 16> [268]
                0.00    0.00    1672/864086      v__gen__c__Gen_match_expr_switch <cycle 16> [203]
                0.00    0.00    2094/864086      v__gen__c__Gen_for_in_stmt <cycle 16> [68]
                0.00    0.00    2429/864086      v__gen__c__Gen_gen_array_method_call <cycle 16> [338]
                0.00    0.00    2869/864086      v__gen__c__Gen_infix_expr_in_op <cycle 16> [332]
                0.00    0.00    2993/864086      v__gen__c__Gen_stmts_with_tmp_var <cycle 16> [327]
                0.00    0.00    3205/864086      v__gen__c__Gen_array_init <cycle 16> [318]
                0.00    0.00    3387/864086      v__gen__c__Gen_add_commas_and_prevent_long_lines [331]
                0.00    0.00    3450/864086      v__gen__c__Gen_infix_expr_eq_op <cycle 16> [117]
                0.00    0.00    3784/864086      v__gen__c__Gen_gen_fn_decl <cycle 16> [116]
                0.00    0.00    4408/864086      v__gen__c__Gen_infix_expr <cycle 16> [309]
                0.00    0.00    4534/864086      v__gen__c__Gen_call_expr <cycle 16> [250]
                0.00    0.00    4701/864086      v__gen__c__Gen_infix_expr_in_optimization <cycle 16> [285]
                0.00    0.00    4917/864086      v__gen__c__Gen_array_init_with_fields <cycle 16> [280]
                0.00    0.00    6170/864086      v__gen__c__Gen_as_cast <cycle 16> [186]
                0.00    0.00    6729/864086      v__gen__c__Gen_call_cfn_for_casting_expr <cycle 16> [243]
                0.00    0.00    7196/864086      v__gen__c__Gen_index_of_array <cycle 16> [219]
                0.00    0.00    7664/864086      v__gen__c__Gen_index_of_map <cycle 16> [226]
                0.00    0.00    7704/864086      v__gen__c__Gen_fn_decl_params [122]
                0.00    0.00    7766/864086      v__gen__c__Gen_enum_val [136]
                0.00    0.00    7884/864086      v__gen__c__Gen_match_expr_sumtype <cycle 16> [255]
                0.00    0.00    8383/864086      v__gen__c__Gen_call_args <cycle 16> [73]
                0.00    0.00    8459/864086      v__gen__c__Gen_match_expr_classic <cycle 16> [240]
                0.00    0.00    9404/864086      v__gen__c__Gen_return_stmt <cycle 16> [162]
                0.00    0.00   10584/864086      v__gen__c__Gen_cast_expr <cycle 16> [167]
                0.00    0.00   10802/864086      v__gen__c__Gen_infix_expr_left_shift_op <cycle 16> [225]
                0.00    0.00   10929/864086      v__gen__c__Gen_struct_init_field <cycle 16> [217]
                0.00    0.00   11669/864086      v__gen__c__Gen_fn_call <cycle 16> [67]
                0.00    0.00   12664/864086      v__gen__c__Gen_infix_expr_is_op <cycle 16> [241]
                0.00    0.00   22328/864086      v__gen__c__Gen_if_expr <cycle 16> [48]
                0.00    0.00   33098/864086      v__gen__c__Gen_struct_init <cycle 16> [119]
                0.00    0.00   38839/864086      v__gen__c__Gen_assign_stmt <cycle 16> [105]
                0.00    0.00   44114/864086      v__gen__c__Gen_string_inter_literal <cycle 16> [124]
                0.00    0.00   53308/864086      v__gen__c__Gen_gen_plain_infix_expr <cycle 16> [126]
                0.00    0.00   62407/864086      v__gen__c__Gen_zero_struct_field <cycle 16> [133]
                0.00    0.00   62831/864086      v__gen__c__Gen_expr <cycle 16> [35]
                0.00    0.00  103681/864086      v__gen__c__Gen_selector_expr <cycle 16> [31]
                0.00    0.00  106136/864086      v__gen__c__Gen_method_call <cycle 16> [101]
                0.00    0.00  137196/864086      v__gen__c__Gen_ident [100]
[77]     1.5    0.01    0.00  864086         v__gen__c__Gen_write [77]
                0.00    0.00  928966/2125205     builtin__arguments [681]
                0.00    0.00      92/3044        builtin__string_repeat [829]
-----------------------------------------------
                                   1             v__parser__Parser_lambda_expr <cycle 11> [645]
                                   2             v__parser__Parser_spawn_expr <cycle 11> [657]
                                   3             v__parser__Parser_stmt <cycle 11> [325]
                                   5             v__parser__Parser_comptime_call <cycle 11> [519]
                                   6             v__parser__Parser_handle_index_variable <cycle 11> [522]
                                  12             v__parser__Parser_parse_array_type <cycle 11> [238]
                                  14             v__parser__Parser_asm_ios <cycle 11> [557]
                                  14             v__parser__Parser_global_decl <cycle 11> [507]
                                  21             v__parser__Parser_parse_attr <cycle 11> [295]
                                  26             v__parser__Parser_comptime_selector <cycle 11> [491]
                                  91             v__parser__Parser_enum_decl <cycle 11> [293]
                                 189             v__parser__Parser_struct_decl <cycle 11> [200]
                                 206             v__parser__Parser_map_init <cycle 11> [447]
                                 487             v__parser__Parser_const_decl <cycle 11> [296]
                                1500             v__parser__Parser_expr_with_left <cycle 11> [270]
                                2004             v__parser__Parser_for_stmt <cycle 11> [197]
                                2725             v__parser__Parser_check_expr <cycle 11> [49]
                                3701             v__parser__Parser_index_expr <cycle 11> [214]
                                3796             v__parser__Parser_prefix_expr <cycle 11> [263]
                                4117             v__parser__Parser_struct_init <cycle 11> [171]
                                4319             v__parser__Parser_match_expr <cycle 11> [216]
                                4463             v__parser__Parser_name_expr <cycle 11> [45]
                                9001             v__parser__Parser_array_init <cycle 11> [163]
                                9765             v__parser__Parser_string_expr <cycle 11> [63]
                               15852             v__parser__Parser_if_expr <cycle 11> [121]
                               24351             v__parser__Parser_infix_expr <cycle 11> [71]
                               28318             v__parser__Parser_expr_list <cycle 11> [178]
                               34253             v__parser__Parser_call_args <cycle 11> [153]
[78]     1.5    0.01    0.00  149242         v__parser__Parser_expr <cycle 11> [78]
                              149242             v__parser__Parser_check_expr <cycle 11> [49]
-----------------------------------------------
                                  42             v__gen__c__Gen_need_tmp_var_in_expr <cycle 14> [56]
                0.01    0.00   12471/28570       v__gen__c__Gen_if_expr <cycle 16> [48]
[79]     1.5    0.01    0.00   12513         v__gen__c__Gen_need_tmp_var_in_if <cycle 14> [79]
                                3297             v__gen__c__Gen_need_tmp_var_in_expr <cycle 14> [56]
-----------------------------------------------
                               42095             v__parser__Parser_check_undefined_variables [80]
                0.00    0.00     389/12173       v__parser__Parser_if_expr <cycle 11> [121]
                0.01    0.00   11784/12173       v__parser__Parser_partial_assign_stmt <cycle 11> [65]
[80]     1.5    0.01    0.00   12173+42095   v__parser__Parser_check_undefined_variables [80]
                0.00    0.00    4570/11195       builtin__fast_string_eq [799]
                               42095             v__parser__Parser_check_undefined_variables [80]
-----------------------------------------------
                0.00    0.00       1/2509212     os__execute [649]
                0.00    0.00       1/2509212     v__pref__Preferences_expand_lookup_paths [668]
                0.00    0.00       1/2509212     anon_fn_6a0ddf9f315b536f__1882 [707]
                0.00    0.00       1/2509212     v__checker__Checker_fail_if_stack_struct_action_outside_unsafe [369]
                0.00    0.00       1/2509212     v__checker__Checker_do_check_elements_ref_fields_initialized [706]
                0.00    0.00       1/2509212     v__checker__Checker_struct_decl [93]
                0.00    0.00       1/2509212     v__checker__Checker_check_files [19]
                0.00    0.00       1/2509212     v__checker__Checker_for_c_stmt <cycle 10> [705]
                0.00    0.00       1/2509212     v__gen__c__Gen_gen_c_main [604]
                0.00    0.00       1/2509212     v__builder__Builder_only_compile_args [698]
                0.00    0.00       1/2509212     v__builder__Builder_only_linker_args [703]
                0.00    0.00       1/2509212     v__builder__Builder_setup_output_name [611]
                0.00    0.00       1/2509212     v__builder__Builder_build_thirdparty_obj_files [287]
                0.00    0.00       1/2509212     v__builder__Builder_set_module_lookup_paths [680]
                0.00    0.00       2/2509212     rand__seed__time_seed_64 [695]
                0.00    0.00       2/2509212     v__cflag__CFlag_eval [605]
                0.00    0.00       2/2509212     Array_v__cflag__CFlag_c_options_without_object_files [583]
                0.00    0.00       2/2509212     Array_v__cflag__CFlag_defines_others_libs [580]
                0.00    0.00       2/2509212     rand__init [684]
                0.00    0.00       2/2509212     v__pref__Preferences_setup_os_and_arch_when_not_explicitly_set [622]
                0.00    0.00       2/2509212     v__checker__Checker_check_ref_fields_initialized_note [612]
                0.00    0.00       2/2509212     v__checker__Checker_lambda_expr_fix_type_of_param <cycle 10> [595]
                0.00    0.00       2/2509212     v__parser__Parser_lambda_expr <cycle 11> [645]
                0.00    0.00       2/2509212     v__gen__c__Gen_gen_branch_context_string [651]
                0.00    0.00       2/2509212     v__gen__c__Gen_gen_array_count <cycle 16> [586]
                0.00    0.00       3/2509212     v__pref__Preferences_parse_define [644]
                0.00    0.00       3/2509212     v__checker__Checker_push_new_comptime_info [688]
                0.00    0.00       3/2509212     v__checker__Checker_for_stmt <cycle 10> [513]
                0.00    0.00       3/2509212     v__parser__Parser_anon_fn <cycle 11> [558]
                0.00    0.00       3/2509212     v__gen__c__Gen_fn_call <cycle 16> [67]
                0.00    0.00       3/2509212     v__builder__Builder_thirdparty_object_args [635]
                0.00    0.00       3/2509212     v__builder__Builder_cc [247]
                0.00    0.00       3/2509212     main__setup_vbuild_env_vars [689]
                0.00    0.00       4/2509212     v__cflag__uniq_non_empty [683]
                0.00    0.00       4/2509212     v__checker__Checker_gen_branch_context_string [625]
                0.00    0.00       4/2509212     v__parser__Parser_comptime_for <cycle 11> [544]
                0.00    0.00       4/2509212     v__gen__c__Gen_gen_anon_fn_decl <cycle 16> [670]
                0.00    0.00       4/2509212     v__ast__generic_names_push_with_filter [682]
                0.00    0.00       4/2509212     builtin__arguments [681]
                0.00    0.00       5/2509212     v__vcache__new_cache_manager [652]
                0.00    0.00       5/2509212     v__checker__Checker_fn_call <cycle 10> [132]
                0.00    0.00       5/2509212     v__gen__c__Gen_write_alias_typesymbol_declaration [569]
                0.00    0.00       5/2509212     v__builder__Builder_setup_ccompiler_options [286]
                0.00    0.00       6/2509212     v__ast__merge_types [675]
                0.00    0.00       6/2509212     v__checker__Checker_for_in_stmt <cycle 10> [152]
                0.00    0.00       6/2509212     v__parser__Parser_handle_index_variable <cycle 11> [522]
                0.00    0.00       6/2509212     v__gen__c__Gen_method_call <cycle 16> [101]
                0.00    0.00       7/2509212     v__gen__c__Gen_write_interface_typedef [559]
                0.00    0.00       7/2509212     v__gen__c__Gen_register_iface_return_types [477]
                0.00    0.00       8/2509212     v__ast__Table_parse_cflag [672]
                0.00    0.00       9/2509212     v__ast__Table_register_fn_concrete_types [547]
                0.00    0.00       9/2509212     v__type_resolver__TypeResolver_resolve_fn_generic_args [666]
                0.00    0.00       9/2509212     v__checker__Checker_infer_fn_generic_types [597]
                0.00    0.00       9/2509212     v__parser__Parser_types_to_names [667]
                0.00    0.00       9/2509212     v__gen__c__Gen_write_array_fixed_return_types [599]
                0.00    0.00      10/2509212     v__token__new_keywords_matcher_trie_T_v__token__Kind [658]
                0.00    0.00      11/2509212     v__checker__Checker_check_struct_signature_init_fields [663]
                0.00    0.00      11/2509212     v__gen__c__Gen_gen_str_for_alias [539]
                0.00    0.00      12/2509212     v__parser__Parser_stmt <cycle 11> [325]
                0.00    0.00      12/2509212     v__gen__c__Gen_write_fn_typesymbol_declaration [488]
                0.00    0.00      12/2509212     v__builder__Builder_get_os_cflags [251]
                0.00    0.00      14/2509212     v__ast__Table_resolve_common_sumtype_fields [406]
                0.00    0.00      14/2509212     v__checker__Checker_asm_ios <cycle 10> [541]
                0.00    0.00      14/2509212     v__parser__Parser_asm_ios <cycle 11> [557]
                0.00    0.00      14/2509212     v__gen__c__Gen_gen_alias_equality_fn [577]
                0.00    0.00      15/2509212     os__impl_walk_ext [633]
                0.00    0.00      15/2509212     v__pref__detect_musl [619]
                0.00    0.00      15/2509212     v__parser__Parser_asm_stmt <cycle 11> [272]
                0.00    0.00      15/2509212     v__parser__Parser_parse_generic_inst_type <cycle 11> [492]
                0.00    0.00      16/2509212     v__gen__c__Gen_spawn_and_go_expr <cycle 16> [497]
                0.00    0.00      17/2509212     v__checker__Checker_global_decl [204]
                0.00    0.00      17/2509212     v__parser__Parser_global_decl <cycle 11> [507]
                0.00    0.00      18/2509212     builtin__string_runes [654]
                0.00    0.00      20/2509212     v__vmod__ModFileCacher_traverse [487]
                0.00    0.00      20/2509212     v__parser__Parser_parse_concrete_types <cycle 11> [536]
                0.00    0.00      22/2509212     v__ast__Interface_get_methods [646]
                0.00    0.00      22/2509212     v__ast__Table_complete_interface_check [127]
                0.00    0.00      24/2509212     v__gen__c__Gen_hash_stmt [643]
                0.00    0.00      25/2509212     v__token__KeywordsMatcherTrie_add_word [642]
                0.00    0.00      26/2509212     v__checker__Checker_type_implements [368]
                0.00    0.00      26/2509212     v__gen__c__Gen_init [150]
                0.00    0.00      28/2509212     v__gen__c__Gen_comptime_if <cycle 16> [284]
                0.00    0.00      28/2509212     v__ast__Table_generic_type_names [632]
                0.00    0.00      29/2509212     v__gen__c__Gen_infix_expr_and_or_op <cycle 16> [87]
                0.00    0.00      29/2509212     v__gen__c__Gen_gen_array_all <cycle 16> [440]
                0.00    0.00      32/2509212     v__gen__c__Gen_global_decl <cycle 16> [493]
                0.00    0.00      33/2509212     v__ast__Expr_str <cycle 4> [123]
                0.00    0.00      33/2509212     v__gen__c__Gen_gen_free_for_array <cycle 13> [529]
                0.00    0.00      36/2509212     builtin__string_split_into_lines [626]
                0.00    0.00      36/2509212     v__cflag__find_first_existing_path [606]
                0.00    0.00      37/2509212     v__gen__c__Gen_get_array_index_method [524]
                0.00    0.00      39/2509212     v__gen__c__Gen_gen_array_index_methods [511]
                0.00    0.00      41/2509212     v__checker__Checker_lock_expr <cycle 10> [515]
                0.00    0.00      42/2509212     builtin__string_replace_each [620]
                0.00    0.00      42/2509212     v__checker__Checker_method_call <cycle 10> [36]
                0.00    0.00      42/2509212     v__parser__Parser_handle_codegen_for_file <cycle 12> [621]
                0.00    0.00      43/2509212     v__gen__c__Gen_gen_free_for_struct <cycle 13> [409]
                0.00    0.00      46/2509212     v__markused__mark_used [28]
                0.00    0.00      51/2509212     v__gen__c__Gen_gen_str_for_union_sum_type [371]
                0.00    0.00      51/2509212     v__gen__c__Gen_write_interface_typesymbol_declaration [469]
                0.00    0.00      52/2509212     v__gen__c__Gen_index_of_array <cycle 16> [219]
                0.00    0.00      55/2509212     v__depgraph__NodeNames_is_part_of_cycle [463]
                0.00    0.00      59/2509212     v__parser__Parser_interface_decl <cycle 11> [473]
                0.00    0.00      60/2509212     v__gen__c__Gen_write_sorted_fn_typesymbol_declaration [480]
                0.00    0.00      63/2509212     v__gen__c__Gen_gen_str_for_map [428]
                0.00    0.00      64/2509212     v__gen__c__Gen_write_results [429]
                0.00    0.00      66/2509212     v__gen__c__Gen_write_shareds [458]
                0.00    0.00      70/2509212     v__gen__c__Gen_gen_array_sort <cycle 16> [410]
                0.00    0.00      77/2509212     Array_v__ast__Expr_str <cycle 4> [598]
                0.00    0.00      81/2509212     v__gen__c__Gen_gen_hash_stmts [412]
                0.00    0.00      84/2509212     v__util__Surrounder_builder_write_befores [593]
                0.00    0.00      84/2509212     v__util__Surrounder_builder_write_afters [592]
                0.00    0.00      85/2509212     v__gen__c__Gen_for_c_stmt <cycle 16> [459]
                0.00    0.00      88/2509212     v__checker__Checker_check_enum_field_integer_literal [232]
                0.00    0.00      99/2509212     v__parser__Parser_add_defer_var [585]
                0.00    0.00     102/2509212     v__parser__Parser_lock_expr <cycle 11> [516]
                0.00    0.00     102/2509212     v__gen__c__Gen_write_options [402]
                0.00    0.00     103/2509212     v__checker__Checker_map_init <cycle 10> [408]
                0.00    0.00     106/2509212     v__builder__Builder_find_module_path [456]
                0.00    0.00     108/2509212     v__gen__c__Gen_gen_or_block_stmts <cycle 16> [400]
                0.00    0.00     112/2509212     indent_v__token__Pos_str [142]
                0.00    0.00     114/2509212     v__gen__c__Gen_gen_map_equality_fn <cycle 15> [416]
                0.00    0.00     117/2509212     v__gen__c__Gen_gen_array_any <cycle 16> [356]
                0.00    0.00     124/2509212     v__gen__c__Gen_equality_fn [432]
                0.00    0.00     126/2509212     v__checker__Checker_concat_expr <cycle 10> [394]
                0.00    0.00     129/2509212     v__gen__c__Gen_final_gen_str [190]
                0.00    0.00     130/2509212     v__gen__c__Gen_gen_array_filter <cycle 16> [339]
                0.00    0.00     141/2509212     v__checker__Checker_check_expected_arg_count [571]
                0.00    0.00     153/2509212     v__checker__Checker_sum_type_decl [414]
                0.00    0.00     153/2509212     v__parser__Parser_type_decl <cycle 11> [418]
                0.00    0.00     156/2509212     v__gen__c__Gen_expr_string_surround <cycle 16> [442]
                0.00    0.00     163/2509212     v__parser__Parser_parse_sum_type_variants <cycle 11> [438]
                0.00    0.00     166/2509212     v__checker__Checker_ident <cycle 10> [47]
                0.00    0.00     169/2509212     v__gen__c__Gen_for_stmt <cycle 16> [426]
                0.00    0.00     172/2509212     strconv__format_dec_sb [563]
                0.00    0.00     178/2509212     v__gen__c__Gen_gen_str_for_array [390]
                0.00    0.00     192/2509212     v__gen__c__Gen_gen_array_contains_methods [404]
                0.00    0.00     216/2509212     v__parser__Parser_parse_multi_return_type <cycle 11> [352]
                0.00    0.00     232/2509212     v__checker__Checker_defer_stmt <cycle 10> [548]
                0.00    0.00     252/2509212     v__parser__Parser_parse_generic_types [385]
