Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                                6860             v__gen__c__Gen_expr <cycle 16> [32]
                                   1             v__gen__c__Gen_gen_is_none_check <cycle 16> [662]
                                   1             v__gen__c__Gen_gen_array_count <cycle 16> [590]
                                   2             v__gen__c__Gen_expr_with_cast <cycle 16> [54]
                                   2             v__gen__c__Gen_gen_array_sorted <cycle 16> [580]
                                   2             v__gen__c__Gen_spawn_and_go_expr <cycle 16> [507]
                                   3             v__gen__c__Gen_expr_with_opt <cycle 16> [649]
                                   4             v__gen__c__Gen_gen_asm_ios <cycle 16> [594]
                                   5             v__gen__c__Gen_gen_array_prepend <cycle 16> [603]
                                   5             v__gen__c__Gen_gen_arg_from_type <cycle 16> [475]
                                   9             v__gen__c__Gen_expr_string_with_cast <cycle 16> [992]
                                  10             v__gen__c__Gen_infix_expr_cmp_op <cycle 16> [358]
                                  11             v__gen__c__Gen_conversion_function_call <cycle 16> [563]
                                  11             v__gen__c__Gen_gen_array_all <cycle 16> [449]
                                  18             v__gen__c__Gen_match_expr <cycle 16> [368]
                                  20             v__gen__c__Gen_gen_array_insert <cycle 16> [548]
                                  20             v__gen__c__Gen_call_args <cycle 16> [167]
                                  20             v__gen__c__Gen_fn_call <cycle 16> [133]
                                  25             v__gen__c__Gen_stmts_with_tmp_var <cycle 16> [68]
                                  28             v__gen__c__Gen_gen_safe_integer_infix_expr <cycle 16> [540]
                                  37             v__gen__c__Gen_lock_expr <cycle 16> [462]
                                  43             v__gen__c__Gen_unlock_locks <cycle 16> [511]
                                  50             v__gen__c__Gen_concat_expr <cycle 16> [468]
                                  52             v__gen__c__Gen_gen_array_any <cycle 16> [338]
                                  58             v__gen__c__Gen_infix_expr_and_or_op <cycle 16> [367]
                                  60             v__gen__c__Gen_gen_array_sort_call <cycle 16> [480]
                                  65             v__gen__c__Gen_gen_array_filter <cycle 16> [317]
                                  74             v__gen__c__Gen_gen_array_index <cycle 16> [488]
                                  85             v__gen__c__Gen_for_c_stmt <cycle 16> [429]
                                  88             v__gen__c__Gen_array_init_with_fields <cycle 16> [264]
                                  99             v__gen__c__Gen_gen_map_method_call <cycle 16> [453]
                                 103             v__gen__c__Gen_gen_or_block_stmts <cycle 16> [383]
                                 108             v__gen__c__Gen_gen_option_error <cycle 16> [401]
                                 156             v__gen__c__Gen_expr_string_surround <cycle 16> [456]
                                 169             v__gen__c__Gen_for_stmt <cycle 16> [377]
                                 179             v__gen__c__Gen_gen_array_map <cycle 16> [244]
                                 194             v__gen__c__Gen_map_init <cycle 16> [370]
                                 199             v__gen__c__Gen_gen_result_error <cycle 16> [343]
                                 258             v__gen__c__Gen_index_of_fixed_array <cycle 16> [464]
                                 260             v__gen__c__Gen_infix_expr_in_sumtype_interface_array <cycle 16> [491]
                                 266             v__gen__c__Gen_infix_expr_in_op <cycle 16> [282]
                                 276             v__gen__c__Gen_expr_with_tmp_var <cycle 16> [246]
                                 309             v__gen__c__Gen_write_prepared_tmp_value <cycle 16> [274]
                                 357             v__gen__c__Gen_gen_array_method_call <cycle 16> [306]
                                 405             v__gen__c__Gen_gen_expr_to_string <cycle 16> [328]
                                 480             v__gen__c__Gen_match_expr_classic <cycle 16> [205]
                                 486             v__gen__c__Gen_for_in_stmt <cycle 16> [143]
                                 615             v__gen__c__Gen_index_range_expr <cycle 16> [369]
                                 637             v__gen__c__Gen_gen_multi_return_assign <cycle 16> [273]
                                 646             v__gen__c__Gen_str_val <cycle 16> [325]
                                 748             v__gen__c__Gen_struct_init <cycle 16> [107]
                                 836             v__gen__c__Gen_match_expr_switch <cycle 16> [192]
                                 844             v__gen__c__Gen_gen_array_contains <cycle 16> [286]
                                 847             v__gen__c__Gen_call_cfn_for_casting_expr <cycle 16> [236]
                                 990             v__gen__c__Gen_infix_expr_arithmetic_op <cycle 16> [257]
                                1097             v__gen__c__Gen_array_init <cycle 16> [277]
                                1200             v__gen__c__Gen_index_expr <cycle 16> [360]
                                1390             v__gen__c__Gen_index_of_map <cycle 16> [214]
                                1595             v__gen__c__Gen_match_expr_sumtype <cycle 16> [203]
                                1624             v__gen__c__Gen_zero_struct_field <cycle 16> [111]
                                1711             v__gen__c__Gen_as_cast <cycle 16> [120]
                                1847             v__gen__c__Gen_infix_expr <cycle 16> [280]
                                2109             v__gen__c__Gen_infix_expr_is_op <cycle 16> [206]
                                2581             v__gen__c__Gen_expr_string <cycle 16> [845]
                                2649             v__gen__c__Gen_cast_expr <cycle 16> [170]
                                2702             v__gen__c__Gen_infix_expr_left_shift_op <cycle 16> [193]
                                2745             v__gen__c__Gen_infix_expr_eq_op <cycle 16> [200]
                                2808             v__gen__c__Gen_index_of_array <cycle 16> [219]
                                3404             v__gen__c__Gen_fixed_array_init <cycle 16> [292]
                                3581             v__gen__c__Gen_struct_init_field <cycle 16> [160]
                                3720             v__gen__c__Gen_infix_expr_in_optimization <cycle 16> [260]
                                4163             v__gen__c__Gen_return_stmt <cycle 16> [146]
                                6252             v__gen__c__Gen_string_inter_literal <cycle 16> [102]
                               14016             v__gen__c__Gen_if_expr <cycle 16> [124]
                               27033             v__gen__c__Gen_method_call <cycle 16> [89]
                               31346             v__gen__c__Gen_gen_plain_infix_expr <cycle 16> [130]
                               31484             v__gen__c__Gen_stmt <cycle 16> [47]
                               32361             v__gen__c__Gen_ref_or_deref_arg <cycle 16> [182]
                               35433             v__gen__c__Gen_assign_stmt <cycle 16> [45]
                               48470             v__gen__c__Gen_selector_expr <cycle 16> [37]
[32]     6.6    0.03    0.01  278597+6860    v__gen__c__Gen_expr <cycle 16> [32]
                0.00    0.01  110282/110282      v__gen__c__Gen_ident [86]
                0.00    0.00   11242/11242       v__gen__c__Gen_string_literal [132]
                0.00    0.00   62834/864222      v__gen__c__Gen_write [57]
                0.00    0.00    7766/7766        v__gen__c__Gen_enum_val [147]
                0.00    0.00     690/690         v__gen__c__Gen_char_literal [365]
                0.00    0.00    3702/2121836     v__ast__Table_sym [77]
                0.00    0.00     762/818         v__gen__c__Gen_decrement_inside_ternary [430]
                0.00    0.00      62/62          v__gen__c__Gen_comptime_at [454]
                0.00    0.00     118/118         v__gen__c__Gen_comptime_call [478]
                0.00    0.00      27/27          v__gen__c__Gen_size_of [486]
                0.00    0.00      10/47520       v__gen__c__Gen_write2 [123]
                0.00    0.00       6/1660        v__gen__c__Gen_write_decimal [356]
                0.00    0.00    3702/807944      v__gen__c__Gen_unwrap_generic [611]
                0.00    0.00   12525/12525       v__gen__c__determine_integer_literal_type [803]
                0.00    0.00    3702/4701        v__gen__c__Gen_type_sidx [827]
                0.00    0.00    1469/153455      v__ast__Expr_is_auto_deref_var [747]
                0.00    0.00      10/420687      builtin__string_substr [742]
                               48476             v__gen__c__Gen_selector_expr <cycle 16> [37]
                               31731             v__gen__c__Gen_call_expr <cycle 16> [230]
                               22324             v__gen__c__Gen_infix_expr <cycle 16> [280]
                               12473             v__gen__c__Gen_if_expr <cycle 16> [124]
                                3787             v__gen__c__Gen_string_inter_literal <cycle 16> [102]
                                3103             v__gen__c__Gen_index_expr <cycle 16> [360]
                                2732             v__gen__c__Gen_cast_expr <cycle 16> [170]
                                1313             v__gen__c__Gen_struct_init <cycle 16> [107]
                                 893             v__gen__c__Gen_as_cast <cycle 16> [120]
                                 474             v__gen__c__Gen_match_expr <cycle 16> [368]
                                 346             v__gen__c__Gen_array_init <cycle 16> [277]
                                 176             v__gen__c__Gen_comptime_if <cycle 16> [278]
                                  79             v__gen__c__Gen_map_init <cycle 16> [370]
                                  37             v__gen__c__Gen_lock_expr <cycle 16> [462]
                                  25             v__gen__c__Gen_concat_expr <cycle 16> [468]
                                   2             v__gen__c__Gen_gen_anon_fn <cycle 16> [698]
                                   1             v__gen__c__Gen_spawn_and_go_expr <cycle 16> [507]
                                6860             v__gen__c__Gen_expr <cycle 16> [32]
-----------------------------------------------
                0.00    0.04     311/311         v__parser__parse_file [20]
[33]     6.4    0.00    0.04     311         v__scanner__new_scanner_file [33]
                0.00    0.04     311/353         v__scanner__Scanner_scan_all_tokens_in_buffer [28]
                0.00    0.00     311/353         v__util__Timers_measure_resume [372]
                0.00    0.00     311/314         v__util__cached_read_source_file [442]
                0.00    0.00     311/2080        os__is_dir [858]
                0.00    0.00     311/420687      builtin__string_substr [742]
                0.00    0.00     311/2214        os__base [857]
                0.00    0.00     311/1032398     builtin___v_malloc [733]
-----------------------------------------------
                               27189             v__checker__Checker_call_expr <cycle 10> [53]
[34]     6.0    0.03    0.01   27189         v__checker__Checker_method_call <cycle 10> [34]
                0.01    0.00   26340/32123       v__checker__Checker_check_expected_arg_count [73]
                0.00    0.00   15181/15291       v__checker__Checker_check_for_mut_receiver [168]
                0.00    0.00   79680/2121836     v__ast__Table_sym [77]
                0.00    0.00   26320/32103       v__checker__Checker_set_node_expected_arg_types [243]
                0.00    0.00   26190/33774       v__checker__Checker_check_expected_call_arg [283]
                0.00    0.00    3351/1048625     v__token__KeywordsMatcherTrie_find [84]
                0.00    0.00     916/28234       v__checker__Checker_fail_if_immutable [145]
                0.00    0.00   26375/82157       v__ast__Table_find_method [417]
                0.00    0.00      20/61998       v__ast__Table_find_field_with_embeds [97]
                0.00    0.00      20/220         v__ast__Table_find_field_from_embeds [406]
                0.00    0.00       8/95          v__checker__Checker_check_variadic_arg [427]
                0.00    0.00      12/10142       indent_v__token__Pos_str [150]
                0.00    0.00      18/22          v__ast__Table_unwrap_generic_type_ex [573]
                0.00    0.00   27189/27189       v__checker__Checker_markused_method_call [615]
                0.00    0.00      12/24          v__ast__Table_register_fn_concrete_types [582]
                0.00    0.00       3/2650        v__ast__Table_find_or_register_array [223]
                0.00    0.00      52/3982        v__ast__Table_find_method_from_embeds [403]
                0.00    0.00       2/3           v__checker__Checker_infer_fn_generic_types [623]
                0.00    0.00   53411/258113      v__checker__Checker_unwrap_generic [569]
                0.00    0.00      42/2509470     builtin__array_push [87]
                0.00    0.00   36446/61824       v__checker__Checker_fail_if_unreadable [635]
                0.00    0.00       4/9           v__checker__Checker_resolve_fn_return_type [637]
                0.00    0.00       8/9           v__type_resolver__TypeResolver_resolve_fn_generic_args [695]
                0.00    0.00       6/90146       builtin__map_set [177]
                0.00    0.00       4/29889       v__checker__Checker_ensure_type_exists [235]
                0.00    0.00       2/21159       v__ast__Table_convert_generic_type [254]
                0.00    0.00       1/27180       v__ast__TypeSymbol_has_method [271]
                0.00    0.00   53509/544036      v__ast__Table_final_sym [737]
                0.00    0.00   26322/101941      builtin____new_array [753]
                0.00    0.00   26320/31582       v__checker__Checker_register_trace_call [774]
                0.00    0.00   26320/32103       v__checker__Checker_check_must_use_call_result [773]
                0.00    0.00    3749/4233        v__checker__Checker_check_multiple_ptr_match [830]
                0.00    0.00     873/57759       v__ast__Expr_is_literal [760]
                0.00    0.00      52/52          builtin__IError_str [952]
                0.00    0.00       2/127752      builtin__array_clone_to_depth [749]
                               26214             v__checker__Checker_expr <cycle 10> [62]
                               26192             v__checker__Checker_check_expr_option_or_result_call <cycle 10> [204]
                                  50             v__checker__Checker_evaluate_once_comptime_if_attribute <cycle 10> [938]
-----------------------------------------------
[35]     5.1    0.03    0.00   37962+357182  <cycle 6 as a whole> [35]
                0.02    0.00  210231+228888      v__transformer__Transformer_match_expr <cycle 6> [48]
                0.01    0.00   44643+21549       v__transformer__Transformer_stmt <cycle 6> [69]
                0.00    0.00   92446             v__transformer__Transformer_trans_const_value_to_literal <cycle 6> [103]
                0.00    0.00   31282+14941       v__transformer__Transformer_infix_expr <cycle 6> [188]
                0.00    0.00   12522             v__transformer__Transformer_expr_stmt_if_expr <cycle 6> [247]
                0.00    0.00     404             v__transformer__Transformer_expr_stmt_match_expr <cycle 6> [364]
                0.00    0.00     930             v__transformer__Transformer_if_expr <cycle 6> [396]
                0.00    0.00     322             v__transformer__Transformer_for_stmt <cycle 6> [526]
                0.00    0.00     133             v__transformer__Transformer_for_c_stmt <cycle 6> [556]
                0.00    0.00    2231             v__transformer__Transformer_array_init <cycle 6> [856]
-----------------------------------------------
                0.00    0.00       1/745553      v__markused__mark_used [25]
                0.00    0.00       2/745553      v__checker__Checker_goto_label [666]
                0.00    0.00       3/745553      v__markused__Walker_mark_global_as_used <cycle 8> [553]
                0.00    0.00       6/745553      v__parser__Parser_reg_or_alias [621]
                0.00    0.00       7/745553      v__gen__c__Gen_register_iface_return_types [599]
                0.00    0.00       9/745553      v__markused__Walker_remove_unused_fn_generic_types [213]
                0.00    0.00      14/745553      v__checker__Checker_asm_ios <cycle 10> [565]
                0.00    0.00      15/745553      v__pref__Preferences_should_compile_filtered_files [349]
                0.00    0.00      16/745553      v__gen__c__Gen_gen_free_method <cycle 13> [509]
                0.00    0.00      17/745553      v__gen__c__Gen_global_decl <cycle 16> [471]
                0.00    0.00      22/745553      v__vmod__ModFileCacher_get_files [495]
                0.00    0.00      23/745553      v__ast__Scope_find [549]
                0.00    0.00      26/745553      v__gen__c__Gen_write_interface_typesymbol_declaration [473]
                0.00    0.00      26/745553      v__gen__c__Gen_struct_init <cycle 16> [107]
                0.00    0.00      38/745553      v__vmod__ModFileCacher_traverse [465]
                0.00    0.00      47/745553      v__markused__Walker_mark_root_fns [114]
                0.00    0.00      47/745553      v__gen__c__Gen_write_multi_return_types [382]
                0.00    0.00      53/745553      v__vmod__ModFileCacher_get_by_folder [127]
                0.00    0.00      55/745553      v__depgraph__DepGraph_display_cycles [380]
                0.00    0.00      59/745553      v__parser__Parser_check_expr <cycle 11> [226]
                0.00    0.00      59/745553      v__gen__c__Gen_write_fn_typesymbol_declaration [455]
                0.00    0.00      67/745553      v__gen__c__Gen_write_typeof_functions [297]
                0.00    0.00      75/745553      v__gen__c__Gen_enum_decl <cycle 16> [245]
                0.00    0.00     106/745553      v__gen__c__Gen_gen_or_block_stmts <cycle 16> [383]
                0.00    0.00     180/745553      v__checker__Checker_sumtype_has_circular_ref [425]
                0.00    0.00     258/745553      v__gen__c__Gen_write_typedef_types [316]
                0.00    0.00     308/745553      v__depgraph__NodeNames_is_part_of_cycle [389]
                0.00    0.00     342/745553      v__markused__Walker_mark_const_as_used <cycle 8> [323]
                0.00    0.00     349/745553      v__gen__c__Gen_stmt <cycle 16> [47]
                0.00    0.00     353/745553      v__checker__Checker_if_expr <cycle 10> [46]
                0.00    0.00     364/745553      v__gen__c__Gen_write_types [154]
                0.00    0.00     369/745553      v__parser__Parser_register_auto_import [381]
                0.00    0.00     380/745553      v__gen__c__Gen_get_free_method [362]
                0.00    0.00     396/745553      v__ast__Table_resolve_common_sumtype_fields [350]
                0.00    0.00     487/745553      v__gen__c__Gen_const_decl <cycle 16> [242]
                0.00    0.00     503/745553      v__gen__c__Gen_or_block <cycle 16> [224]
                0.00    0.00     835/745553      v__gen__c__Gen_interface_table [248]
                0.00    0.00    1160/745553      v__markused__Walker_stmt <cycle 8> [70]
                0.00    0.00    1315/745553      v__depgraph__OrderedDepMap_delete [279]
                0.00    0.00    1534/745553      v__markused__Walker_mark_by_type <cycle 8> [281]
                0.00    0.00    1880/745553      v__markused__Walker_fn_decl <cycle 8> [197]
                0.00    0.00    2550/745553      v__gen__c__Gen_get_ternary_name [251]
                0.00    0.00    2860/745553      v__gen__c__Gen_c_const_name [153]
                0.00    0.00    3975/745553      v__checker__Checker_fn_decl <cycle 10> [142]
                0.00    0.00    4081/745553      v__markused__all_global_decl_in_stmts [179]
                0.00    0.00    4156/745553      v__markused__Walker_mark_resource_dependencies [61]
                0.00    0.00    4206/745553      v__depgraph__OrderedDepMap_set [198]
                0.00    0.00    7556/745553      v__markused__Walker_mark_fn_ret_and_params <cycle 8> [181]
                0.00    0.00   17673/745553      v__util__Timers_tsafe_get_sw [137]
                0.00    0.00   21097/745553      v__checker__Checker_match_exprs <cycle 10> [104]
                0.00    0.00   23553/745553      v__ast__Scope_register [131]
                0.00    0.00   25318/745553      v__parser__Parser_parse_any_type <cycle 11> [119]
                0.00    0.00   25704/745553      v__parser__Parser_name_expr <cycle 11> [39]
                0.00    0.00   29094/745553      v__gen__c__Gen_as_cast <cycle 16> [120]
                0.00    0.00   30701/745553      v__markused__Walker_call_expr <cycle 8> [101]
                0.00    0.00   33561/745553      v__markused__Walker_mark_by_sym <cycle 8> [121]
                0.01    0.00  164563/745553      v__ast__Scope_known_var [93]
                0.01    0.00  333099/745553      v__markused__Walker_expr <cycle 8> [31]
[36]     5.0    0.03    0.00  745553         builtin__map_exists [36]
                0.00    0.00  531761/1999295     builtin__map_hash_string [78]
                0.00    0.00  213792/468351      builtin__map_hash_int_4 [739]
                0.00    0.00  211418/448774      builtin__map_eq_int_4 [741]
                0.00    0.00   88790/588347      builtin__map_eq_string [736]
-----------------------------------------------
                               48476             v__gen__c__Gen_expr <cycle 16> [32]
[37]     4.7    0.01    0.02   48476         v__gen__c__Gen_selector_expr <cycle 16> [37]
                0.01    0.00   46341/46341       v__gen__c__Gen_write_selector_expr_embed_name [74]
                0.00    0.00   48470/61998       v__ast__Table_find_field_with_embeds [97]
                0.00    0.00   48440/352903      builtin__string_replace [51]
                0.00    0.00  103687/864222      v__gen__c__Gen_write [57]
                0.00    0.00    6725/15744       v__ast__Scope_find_struct_field [113]
                0.00    0.00   99814/2121836     v__ast__Table_sym [77]
                0.00    0.00   48440/1048625     v__token__KeywordsMatcherTrie_find [84]
                0.00    0.00    6725/60586       v__ast__Expr_str <cycle 4> [112]
                0.00    0.00    2236/269161      builtin__str_intp [56]
                0.00    0.00    2225/47520       v__gen__c__Gen_write2 [123]
                0.00    0.00     386/116958      v__ast__Table_find_field <cycle 5> [72]
                0.00    0.00   50701/807944      v__gen__c__Gen_unwrap_generic [611]
                0.00    0.00   48476/544036      v__ast__Table_final_sym [737]
                0.00    0.00   48440/522797      builtin__string_clone [738]
                0.00    0.00    6725/8089        v__ast__Scope_innermost [813]
                0.00    0.00    2225/81191       builtin__string__plus [757]
                0.00    0.00       1/1           v__ast__Expr_is_as_cast [1074]
                               48470             v__gen__c__Gen_expr <cycle 16> [32]
-----------------------------------------------
                0.00    0.00       1/2125612     v__pref__Preferences_expand_lookup_paths [434]
                0.00    0.00       1/2125612     v__pref__Preferences_fill_with_defaults [311]
                0.00    0.00       1/2125612     sync__pool__PoolProcessor_work_on_pointers [13]
                0.00    0.00       1/2125612     v__markused__mark_used [25]
                0.00    0.00       1/2125612     v__gen__c__Gen_index_range_expr <cycle 16> [369]
                0.00    0.00       1/2125612     v__builder__Builder_set_module_lookup_paths [639]
                0.00    0.00       1/2125612     v__builder__Builder_get_builtin_files [561]
                0.00    0.00       1/2125612     v__builder__Builder_get_user_files [577]
                0.00    0.00       1/2125612     v__builder__cbuilder__compile_c [4]
                0.00    0.00       1/2125612     _vinit [346]
                0.00    0.00       2/2125612     v__gen__c__Gen_write_sorted_types [155]
                0.00    0.00       2/2125612     v__gen__c__Gen_gen_anon_fn_decl <cycle 16> [679]
                0.00    0.00       2/2125612     v__builder__Builder_only_linker_args [696]
                0.00    0.00       2/2125612     v__builder__Builder_all_args [645]
                0.00    0.00       2/2125612     v__builder__Builder_thirdparty_object_args [628]
                0.00    0.00       2/2125612     v__builder__Builder_get_os_cflags [669]
                0.00    0.00       3/2125612     v__checker__Checker_asm_stmt <cycle 10> [646]
                0.00    0.00       3/2125612     v__gen__c__Gen_index_expr <cycle 16> [360]
                0.00    0.00       3/2125612     v__builder__Builder_setup_ccompiler_options [344]
                0.00    0.00       5/2125612     v__ast__all_valid_comptime_idents [673]
                0.00    0.00       5/2125612     v__parser__Parser_interface_decl <cycle 11> [542]
                0.00    0.00       5/2125612     v__gen__c__Gen_write_alias_typesymbol_declaration [598]
                0.00    0.00       5/2125612     v__builder__Builder_only_compile_args [670]
                0.00    0.00       7/2125612     v__gen__c__Gen_write_interface_typedef [557]
                0.00    0.00       8/2125612     v__gen__c__Gen_write_array_fixed_return_types [617]
                0.00    0.00       8/2125612     v__gen__c__Gen_gen_alias_equality_fn [600]
                0.00    0.00       9/2125612     v__ast__TypeSymbol_get_methods [489]
                0.00    0.00      11/2125612     v__gen__c__Gen_gen_str_for_alias [572]
                0.00    0.00      13/2125612     v__parser__Parser_module_decl [176]
                0.00    0.00      14/2125612     v__gen__c__Gen_struct_init <cycle 16> [107]
                0.00    0.00      14/2125612     v__gen__c__Gen_index_of_array <cycle 16> [219]
                0.00    0.00      16/2125612     v__gen__c__Gen_spawn_and_go_expr <cycle 16> [507]
                0.00    0.00      17/2125612     v__builder__Builder_build_thirdparty_obj_files [571]
                0.00    0.00      17/2125612     v__ast__Table_generic_type_names [575]
                0.00    0.00      20/2125612     v__ast__Table_parse_cflag [616]
                0.00    0.00      20/2125612     v__parser__parse_files [19]
                0.00    0.00      20/2125612     v__gen__c__Gen_write_typeof_functions [297]
                0.00    0.00      22/2125612     v__parser__Parser_type_decl <cycle 11> [474]
                0.00    0.00      23/2125612     v__scanner__Scanner_ident_string [263]
                0.00    0.00      25/2125612     v__gen__c__Gen_gen_free_for_array <cycle 13> [533]
                0.00    0.00      25/2125612     v__gen__c__Gen_init [140]
                0.00    0.00      26/2125612     v__ast__Table_get_embed_methods [588]
                0.00    0.00      30/2125612     v__gen__c__Gen_gen_array_index_methods [523]
                0.00    0.00      35/2125612     v__gen__c__Gen_gen_free_for_struct <cycle 13> [415]
                0.00    0.00      45/2125612     v__cflag__CFlag_eval [546]
                0.00    0.00      45/2125612     v__checker__Checker_smartcast [135]
                0.00    0.00      50/2125612     v__ast__Expr_str <cycle 4> [112]
                0.00    0.00      51/2125612     v__gen__c__Gen_write_interface_typesymbol_declaration [473]
                0.00    0.00      53/2125612     v__builder__Builder_find_module_path [125]
                0.00    0.00      53/2125612     v__builder__Builder_parse_imports [21]
                0.00    0.00      56/2125612     v__gen__c__Gen_gen_array_sort <cycle 16> [444]
                0.00    0.00      60/2125612     v__gen__c__Gen_write_shareds [482]
                0.00    0.00      61/2125612     v__gen__c__Gen_gen_hash_stmts [459]
                0.00    0.00      63/2125612     v__gen__c__Gen_gen_str_for_map [492]
                0.00    0.00      64/2125612     v__gen__c__Gen_write_results [470]
                0.00    0.00      74/2125612     v__gen__c__Gen_global_decl <cycle 16> [471]
                0.00    0.00      76/2125612     v__gen__c__Gen_index_of_map <cycle 16> [214]
                0.00    0.00      80/2125612     v__gen__c__Gen_for_c_stmt <cycle 16> [429]
                0.00    0.00      84/2125612     v__util__Surrounder_builder_write_befores [529]
                0.00    0.00      84/2125612     v__util__Surrounder_builder_write_afters [528]
                0.00    0.00      85/2125612     v__util__smart_quote [149]
                0.00    0.00      96/2125612     v__gen__c__Gen_gen_map_equality_fn <cycle 15> [450]
                0.00    0.00     102/2125612     v__gen__c__Gen_write_options [441]
                0.00    0.00     108/2125612     v__gen__c__Gen_gen_str_for_union_sum_type [443]
                0.00    0.00     110/2125612     v__gen__c__Gen_write_fn_typesymbol_declaration [455]
                0.00    0.00     111/2125612     indent_v__token__Pos_str [150]
                0.00    0.00     123/2125612     v__parser__Parser_parse_multi_expr <cycle 11> [516]
                0.00    0.00     144/2125612     v__gen__c__Gen_gen_array_contains_methods [432]
                0.00    0.00     153/2125612     strconv__format_dec_sb [490]
                0.00    0.00     178/2125612     v__gen__c__Gen_gen_str_for_array [440]
                0.00    0.00     195/2125612     v__gen__c__Gen_write_typedef_types [316]
                0.00    0.00     200/2125612     v__gen__c__Gen_const_decl_init_later <cycle 16> [301]
                0.00    0.00     227/2125612     v__gen__c__Gen_write_multi_return_types [382]
                0.00    0.00     277/2125612     v__gen__c__Gen_call_expr <cycle 16> [230]
                0.00    0.00     278/2125612     v__gen__c__Gen_gen_str_for_enum [385]
                0.00    0.00     288/2125612     v__gen__c__Gen_stmt <cycle 16> [47]
                0.00    0.00     410/2125612     v__gen__c__Gen_write_types [154]
                0.00    0.00     423/2125612     v__util__qualify_import [229]
                0.00    0.00     441/2125612     v__gen__c__Gen_gen_sumtype_equality_fn <cycle 15> [303]
                0.00    0.00     516/2125612     v__gen__c__Gen_gen_array_equality_fn <cycle 15> [313]
                0.00    0.00     517/2125612     Array_v__ast__Expr_str <cycle 4> [437]
                0.00    0.00     574/2125612     Array_string_str [412]
                0.00    0.00     890/2125612     v__gen__c__Gen_interface_table [248]
                0.00    0.00    1035/2125612     v__ast__Table_dependent_names_in_stmt <cycle 2> [391]
                0.00    0.00    1184/2125612     v__checker__Checker_match_exprs <cycle 10> [104]
                0.00    0.00    1389/2125612     v__gen__c__Gen_writeln2 [354]
                0.00    0.00    1498/2125612     os__join_path [355]
                0.00    0.00    1521/2125612     v__gen__c__gen [12]
                0.00    0.00    2056/2125612     v__ast__Table_dependent_names_in_expr <cycle 2> [241]
                0.00    0.00    2205/2125612     v__markused__Walker_mark_generic_types [29]
                0.00    0.00    2434/2125612     v__checker__Checker_comptime_if_cond <cycle 10> [300]
                0.00    0.00    2492/2125612     v__gen__c__Gen_write_sumtype_casting_fn [267]
                0.00    0.00    2713/2125612     v__gen__c__Gen_gen_str_for_struct [217]
                0.00    0.00    2971/2125612     v__parser__Parser_fn_decl <cycle 11> [116]
                0.00    0.00    3336/2125612     v__gen__c__Gen_struct_decl [161]
                0.00    0.00    3388/2125612     v__gen__c__Gen_enum_decl <cycle 16> [245]
                0.00    0.00    5783/2125612     v__ast__Table_struct_fields [269]
                0.00    0.00    5802/2125612     os__join_path_single [262]
                0.00    0.00    6374/2125612     v__gen__c__Gen_gen_fn_decl <cycle 16> [108]
                0.00    0.00    7262/2125612     v__gen__c__Gen_gen_struct_equality_fn <cycle 15> [180]
                0.00    0.00    7614/2125612     v__gen__c__Gen_fn_decl_params [118]
                0.00    0.00    9928/2125612     v__gen__c__Gen_new_tmp_var [183]
                0.00    0.00   11455/2125612     strings__Builder_write_decimal [222]
                0.00    0.00   11928/2125612     v__parser__Parser_enum_decl <cycle 11> [212]
                0.00    0.00   56798/2125612     builtin__StrIntpData_process_str_intp_data [139]
                0.00    0.00   91376/2125612     v__gen__c__Gen_write2 [123]
                0.00    0.00  142159/2125612     v__gen__c__Gen_writeln [106]
                0.01    0.00  803926/2125612     builtin__str_intp [56]
                0.01    0.00  929109/2125612     v__gen__c__Gen_write [57]
[38]     4.7    0.03    0.00 2125612         builtin__arguments [38]
                0.00    0.00   23132/336276      builtin__array_ensure_cap [85]
                0.00    0.00       4/2509470     builtin__array_push [87]
                0.00    0.00       4/522797      builtin__string_clone [738]
                0.00    0.00       1/1032398     builtin___v_malloc [733]
-----------------------------------------------
                              127415             v__parser__Parser_check_expr <cycle 11> [226]
[39]     4.7    0.01    0.02  127415         v__parser__Parser_name_expr <cycle 11> [39]
                0.01    0.01  112714/359225      v__ast__Scope_find_ptr [27]
                0.00    0.00   14541/41143       v__ast__Scope_known_var [93]
                0.00    0.00  125135/125135      v__parser__Parser_is_generic_cast [129]
                0.00    0.00   25704/745553      builtin__map_exists [36]
                0.00    0.00    2238/269161      builtin__str_intp [56]
                0.00    0.00    1751/1751        v__parser__Parser_enum_val_expr [284]
                0.00    0.00   12623/15947       v__ast__Table_known_type [275]
                0.00    0.00    1751/16371       v__ast__Table_find_fn [187]
                0.00    0.00    1188/1188        v__parser__Parser_alias_array_type [340]
                0.00    0.00    5116/181048      builtin__map_get [136]
                0.00    0.00    4464/2121836     v__ast__Table_sym [77]
                0.00    0.00  125135/198508      v__parser__Parser_is_generic_call [421]
                0.00    0.00    4398/9597        v__parser__Parser_register_used_import [525]
                0.00    0.00  111441/115543      v__parser__Parser_add_defer_var [605]
                0.00    0.00      15/231144      v__parser__Parser_check_name [110]
                0.00    0.00  125135/125135      v__parser__Parser_is_generic_struct_init [751]
                0.00    0.00   18441/81191       builtin__string__plus [757]
                0.00    0.00   14260/196182      v__parser__Parser_check [746]
